species_id,species_name,rank,city_id,city_name,pair_key,peak,cohort
coho_salmon,Coho salmon,30,caseville_mi,Caseville,caseville_mi/coho_salmon,5,new_private_pass2
freshwater_drum,Freshwater drum,1,grand_haven_mi,Grand Haven,grand_haven_mi/freshwater_drum,7.2,established_27_city_baseline
freshwater_drum,Freshwater drum,2,south_haven_mi,South Haven,south_haven_mi/freshwater_drum,6.5,established_27_city_baseline
freshwater_drum,Freshwater drum,3,muskegon_mi,Muskegon,muskegon_mi/freshwater_drum,6.2,established_27_city_baseline
freshwater_drum,Freshwater drum,4,holland_mi,Holland,holland_mi/freshwater_drum,5.8,established_27_city_baseline
freshwater_drum,Freshwater drum,5,chicago_il,Chicago,chicago_il/freshwater_drum,5.6,established_27_city_baseline
freshwater_drum,Freshwater drum,6,whitehall_mi,Whitehall,whitehall_mi/freshwater_drum,5.6,established_27_city_baseline
freshwater_drum,Freshwater drum,7,charlevoix_mi,Charlevoix,charlevoix_mi/freshwater_drum,5.4,new_private_pass2
freshwater_drum,Freshwater drum,8,pentwater_mi,Pentwater,pentwater_mi/freshwater_drum,5.4,new_private_pass2
freshwater_drum,Freshwater drum,9,ludington_mi,Ludington,ludington_mi/freshwater_drum,5,established_27_city_baseline
freshwater_drum,Freshwater drum,10,lexington_mi,Lexington,lexington_mi/freshwater_drum,4.8,established_27_city_baseline
freshwater_drum,Freshwater drum,11,manistee_mi,Manistee,manistee_mi/freshwater_drum,4.7,established_27_city_baseline
freshwater_drum,Freshwater drum,12,alpena_mi,Alpena,alpena_mi/freshwater_drum,4.2,established_27_city_baseline
freshwater_drum,Freshwater drum,13,oscoda_mi,Oscoda,oscoda_mi/freshwater_drum,3.9,established_27_city_baseline
lake_trout,Lake trout,1,port_sanilac_mi,Port Sanilac,port_sanilac_mi/lake_trout,5.5,established_27_city_baseline
lake_trout,Lake trout,2,chicago_il,Chicago,chicago_il/lake_trout,5.4,established_27_city_baseline
lake_trout,Lake trout,3,harbor_beach_mi,Harbor Beach,harbor_beach_mi/lake_trout,5.3,established_27_city_baseline
lake_trout,Lake trout,4,rogers_city_mi,Rogers City,rogers_city_mi/lake_trout,5.1,new_private_pass2
lake_trout,Lake trout,5,tawas_city_mi,Tawas City,tawas_city_mi/lake_trout,5.1,new_private_pass2
lake_trout,Lake trout,6,alpena_mi,Alpena,alpena_mi/lake_trout,5,established_27_city_baseline
lake_trout,Lake trout,7,charlevoix_mi,Charlevoix,charlevoix_mi/lake_trout,5,new_private_pass2
lake_trout,Lake trout,8,lexington_mi,Lexington,lexington_mi/lake_trout,4.8,established_27_city_baseline
lake_trout,Lake trout,9,caseville_mi,Caseville,caseville_mi/lake_trout,4.6,new_private_pass2
lake_trout,Lake trout,10,oscoda_mi,Oscoda,oscoda_mi/lake_trout,4.6,established_27_city_baseline
lake_trout,Lake trout,11,kewaunee_wi,Kewaunee,kewaunee_wi/lake_trout,4.2,established_27_city_baseline
lake_trout,Lake trout,12,st_joseph_mi,St. Joseph,st_joseph_mi/lake_trout,4.1,established_27_city_baseline
lake_trout,Lake trout,13,frankfort_elberta_mi,Frankfort–Elberta,frankfort_elberta_mi/lake_trout,4,established_27_city_baseline
lake_trout,Lake trout,14,manistee_mi,Manistee,manistee_mi/lake_trout,4,established_27_city_baseline
lake_trout,Lake trout,15,holland_mi,Holland,holland_mi/lake_trout,3.8,established_27_city_baseline
lake_trout,Lake trout,16,ludington_mi,Ludington,ludington_mi/lake_trout,3.8,established_27_city_baseline
lake_trout,Lake trout,17,south_haven_mi,South Haven,south_haven_mi/lake_trout,3.8,established_27_city_baseline
lake_trout,Lake trout,18,grand_haven_mi,Grand Haven,grand_haven_mi/lake_trout,3.6,established_27_city_baseline
lake_whitefish,Lake whitefish,1,grand_haven_mi,Grand Haven,grand_haven_mi/lake_whitefish,4,established_27_city_baseline
lake_whitefish,Lake whitefish,2,holland_mi,Holland,holland_mi/lake_whitefish,4,established_27_city_baseline
lake_whitefish,Lake whitefish,3,muskegon_mi,Muskegon,muskegon_mi/lake_whitefish,4,established_27_city_baseline
lake_whitefish,Lake whitefish,4,south_haven_mi,South Haven,south_haven_mi/lake_whitefish,4,established_27_city_baseline
lake_whitefish,Lake whitefish,5,st_joseph_mi,St. Joseph,st_joseph_mi/lake_whitefish,4,established_27_city_baseline
lake_whitefish,Lake whitefish,6,tawas_city_mi,Tawas City,tawas_city_mi/lake_whitefish,4,new_private_pass2
lake_whitefish,Lake whitefish,7,whitehall_mi,Whitehall,whitehall_mi/lake_whitefish,4,established_27_city_baseline
largemouth_bass,Largemouth bass,1,grand_haven_mi,Grand Haven,grand_haven_mi/largemouth_bass,7.4,established_27_city_baseline
largemouth_bass,Largemouth bass,2,whitehall_mi,Whitehall,whitehall_mi/largemouth_bass,7.1,established_27_city_baseline
largemouth_bass,Largemouth bass,3,muskegon_mi,Muskegon,muskegon_mi/largemouth_bass,6.5,established_27_city_baseline
largemouth_bass,Largemouth bass,4,lexington_mi,Lexington,lexington_mi/largemouth_bass,5.6,established_27_city_baseline
largemouth_bass,Largemouth bass,5,michigan_city_in,Michigan City,michigan_city_in/largemouth_bass,5.5,established_27_city_baseline
northern_pike,Northern pike,1,lexington_mi,Lexington,lexington_mi/northern_pike,6,established_27_city_baseline
northern_pike,Northern pike,2,alpena_mi,Alpena,alpena_mi/northern_pike,5.5,established_27_city_baseline
northern_pike,Northern pike,3,ludington_mi,Ludington,ludington_mi/northern_pike,5.2,established_27_city_baseline
northern_pike,Northern pike,4,tawas_city_mi,Tawas City,tawas_city_mi/northern_pike,5.2,new_private_pass2
northern_pike,Northern pike,5,port_sanilac_mi,Port Sanilac,port_sanilac_mi/northern_pike,5.1,established_27_city_baseline
northern_pike,Northern pike,6,manistee_mi,Manistee,manistee_mi/northern_pike,5,established_27_city_baseline
northern_pike,Northern pike,7,oscoda_mi,Oscoda,oscoda_mi/northern_pike,5,established_27_city_baseline
northern_pike,Northern pike,8,whitehall_mi,Whitehall,whitehall_mi/northern_pike,4.9,established_27_city_baseline
northern_pike,Northern pike,9,muskegon_mi,Muskegon,muskegon_mi/northern_pike,4.8,established_27_city_baseline
northern_pike,Northern pike,10,south_haven_mi,South Haven,south_haven_mi/northern_pike,4.8,established_27_city_baseline
northern_pike,Northern pike,11,chicago_il,Chicago,chicago_il/northern_pike,4.7,established_27_city_baseline
northern_pike,Northern pike,12,harbor_beach_mi,Harbor Beach,harbor_beach_mi/northern_pike,4.6,established_27_city_baseline
northern_pike,Northern pike,13,frankfort_elberta_mi,Frankfort–Elberta,frankfort_elberta_mi/northern_pike,4.5,established_27_city_baseline
round_whitefish,Round whitefish,1,manistee_mi,Manistee,manistee_mi/round_whitefish,4.1,established_27_city_baseline
round_whitefish,Round whitefish,2,grand_haven_mi,Grand Haven,grand_haven_mi/round_whitefish,3.8,established_27_city_baseline
round_whitefish,Round whitefish,3,south_haven_mi,South Haven,south_haven_mi/round_whitefish,3.7,established_27_city_baseline
smallmouth_bass,Smallmouth bass,1,charlevoix_mi,Charlevoix,charlevoix_mi/smallmouth_bass,8.4,new_private_pass2
smallmouth_bass,Smallmouth bass,2,alpena_mi,Alpena,alpena_mi/smallmouth_bass,8,established_27_city_baseline
smallmouth_bass,Smallmouth bass,3,grand_haven_mi,Grand Haven,grand_haven_mi/smallmouth_bass,7,established_27_city_baseline
smallmouth_bass,Smallmouth bass,4,muskegon_mi,Muskegon,muskegon_mi/smallmouth_bass,6.6,established_27_city_baseline
smallmouth_bass,Smallmouth bass,5,chicago_il,Chicago,chicago_il/smallmouth_bass,6.5,established_27_city_baseline
smallmouth_bass,Smallmouth bass,6,rogers_city_mi,Rogers City,rogers_city_mi/smallmouth_bass,6.5,new_private_pass2
smallmouth_bass,Smallmouth bass,7,pentwater_mi,Pentwater,pentwater_mi/smallmouth_bass,6.4,new_private_pass2
smallmouth_bass,Smallmouth bass,8,whitehall_mi,Whitehall,whitehall_mi/smallmouth_bass,6.3,established_27_city_baseline
smallmouth_bass,Smallmouth bass,9,tawas_city_mi,Tawas City,tawas_city_mi/smallmouth_bass,6.2,new_private_pass2
smallmouth_bass,Smallmouth bass,10,lexington_mi,Lexington,lexington_mi/smallmouth_bass,6,established_27_city_baseline
smallmouth_bass,Smallmouth bass,11,ludington_mi,Ludington,ludington_mi/smallmouth_bass,5.8,established_27_city_baseline
smallmouth_bass,Smallmouth bass,12,michigan_city_in,Michigan City,michigan_city_in/smallmouth_bass,5.7,established_27_city_baseline
smallmouth_bass,Smallmouth bass,13,caseville_mi,Caseville,caseville_mi/smallmouth_bass,5.5,new_private_pass2
smallmouth_bass,Smallmouth bass,14,port_sanilac_mi,Port Sanilac,port_sanilac_mi/smallmouth_bass,5.4,established_27_city_baseline
smallmouth_bass,Smallmouth bass,15,holland_mi,Holland,holland_mi/smallmouth_bass,5.2,established_27_city_baseline
smallmouth_bass,Smallmouth bass,16,south_haven_mi,South Haven,south_haven_mi/smallmouth_bass,5.2,established_27_city_baseline
smallmouth_bass,Smallmouth bass,17,manistee_mi,Manistee,manistee_mi/smallmouth_bass,5,established_27_city_baseline
smallmouth_bass,Smallmouth bass,18,harbor_beach_mi,Harbor Beach,harbor_beach_mi/smallmouth_bass,4.9,established_27_city_baseline
smallmouth_bass,Smallmouth bass,19,oscoda_mi,Oscoda,oscoda_mi/smallmouth_bass,4.5,established_27_city_baseline
steelhead,Steelhead,1,manistee_mi,Manistee,manistee_mi/steelhead,10,established_27_city_baseline
steelhead,Steelhead,2,frankfort_elberta_mi,Frankfort–Elberta,frankfort_elberta_mi/steelhead,9.8,established_27_city_baseline
steelhead,Steelhead,3,grand_haven_mi,Grand Haven,grand_haven_mi/steelhead,9.2,established_27_city_baseline
steelhead,Steelhead,4,lexington_mi,Lexington,lexington_mi/steelhead,8.8,established_27_city_baseline
steelhead,Steelhead,5,south_haven_mi,South Haven,south_haven_mi/steelhead,8.8,established_27_city_baseline
steelhead,Steelhead,6,whitehall_mi,Whitehall,whitehall_mi/steelhead,8.7,established_27_city_baseline
steelhead,Steelhead,7,michigan_city_in,Michigan City,michigan_city_in/steelhead,8.5,established_27_city_baseline
steelhead,Steelhead / rainbow trout,8,pentwater_mi,Pentwater,pentwater_mi/steelhead,8.3,new_private_pass2
steelhead,Steelhead,9,ludington_mi,Ludington,ludington_mi/steelhead,8.1,established_27_city_baseline
steelhead,Steelhead,10,muskegon_mi,Muskegon,muskegon_mi/steelhead,8,established_27_city_baseline
steelhead,Steelhead,11,kewaunee_wi,Kewaunee,kewaunee_wi/steelhead,7.8,established_27_city_baseline
steelhead,Steelhead,12,sheboygan_wi,Sheboygan,sheboygan_wi/steelhead,7.8,established_27_city_baseline
steelhead,Steelhead,13,st_joseph_mi,St. Joseph,st_joseph_mi/steelhead,7.8,established_27_city_baseline
steelhead,Steelhead,14,algoma_wi,Algoma,algoma_wi/steelhead,7.7,established_27_city_baseline
steelhead,Steelhead,15,racine_wi,Racine,racine_wi/steelhead,7.7,established_27_city_baseline
steelhead,Steelhead / rainbow trout,16,charlevoix_mi,Charlevoix,charlevoix_mi/steelhead,7.5,new_private_pass2
steelhead,Steelhead,17,oscoda_mi,Oscoda,oscoda_mi/steelhead,7.4,established_27_city_baseline
steelhead,Steelhead,18,holland_mi,Holland,holland_mi/steelhead,7.3,established_27_city_baseline
steelhead,Steelhead,19,two_rivers_wi,Two Rivers,two_rivers_wi/steelhead,7.3,established_27_city_baseline
steelhead,Steelhead,20,manitowoc_wi,Manitowoc,manitowoc_wi/steelhead,7.2,established_27_city_baseline
steelhead,Steelhead,21,waukegan_il,Waukegan,waukegan_il/steelhead,6.8,established_27_city_baseline
steelhead,Steelhead,22,port_washington_wi,Port Washington,port_washington_wi/steelhead,6.6,established_27_city_baseline
steelhead,Steelhead,23,chicago_il,Chicago,chicago_il/steelhead,6.5,established_27_city_baseline
steelhead,Steelhead / rainbow trout,24,rogers_city_mi,Rogers City,rogers_city_mi/steelhead,6,new_private_pass2
steelhead,Steelhead,25,alpena_mi,Alpena,alpena_mi/steelhead,5.8,established_27_city_baseline
steelhead,Steelhead,26,milwaukee_wi,Milwaukee,milwaukee_wi/steelhead,5.8,established_27_city_baseline
steelhead,Steelhead / rainbow trout,27,tawas_city_mi,Tawas City,tawas_city_mi/steelhead,5.8,new_private_pass2
steelhead,Steelhead,28,harrisville_mi,Harrisville,harrisville_mi/steelhead,5.7,established_27_city_baseline
steelhead,Steelhead,29,harbor_beach_mi,Harbor Beach,harbor_beach_mi/steelhead,5.6,established_27_city_baseline
steelhead,Steelhead,30,kenosha_wi,Kenosha,kenosha_wi/steelhead,5.6,established_27_city_baseline
steelhead,Steelhead / rainbow trout,31,caseville_mi,Caseville,caseville_mi/steelhead,4.5,new_private_pass2
steelhead,Steelhead,32,port_sanilac_mi,Port Sanilac,port_sanilac_mi/steelhead,4.5,established_27_city_baseline
walleye,Walleye,1,alpena_mi,Alpena,alpena_mi/walleye,7.4,established_27_city_baseline
walleye,Walleye,2,oscoda_mi,Oscoda,oscoda_mi/walleye,6.8,established_27_city_baseline
walleye,Walleye,3,tawas_city_mi,Tawas City,tawas_city_mi/walleye,6.5,new_private_pass2
walleye,Walleye,4,muskegon_mi,Muskegon,muskegon_mi/walleye,6.4,established_27_city_baseline
walleye,Walleye,5,caseville_mi,Caseville,caseville_mi/walleye,6.2,new_private_pass2
walleye,Walleye,6,port_sanilac_mi,Port Sanilac,port_sanilac_mi/walleye,6.2,established_27_city_baseline
walleye,Walleye,7,harbor_beach_mi,Harbor Beach,harbor_beach_mi/walleye,6,established_27_city_baseline
walleye,Walleye,8,lexington_mi,Lexington,lexington_mi/walleye,5.8,established_27_city_baseline
walleye,Walleye,9,whitehall_mi,Whitehall,whitehall_mi/walleye,5.8,established_27_city_baseline
walleye,Walleye,10,charlevoix_mi,Charlevoix,charlevoix_mi/walleye,5.5,new_private_pass2
walleye,Walleye,11,rogers_city_mi,Rogers City,rogers_city_mi/walleye,5.5,new_private_pass2
walleye,Walleye,12,frankfort_elberta_mi,Frankfort–Elberta,frankfort_elberta_mi/walleye,4.5,established_27_city_baseline
walleye,Walleye,13,holland_mi,Holland,holland_mi/walleye,4.5,established_27_city_baseline
walleye,Walleye,14,pentwater_mi,Pentwater,pentwater_mi/walleye,4.4,new_private_pass2
walleye,Walleye,15,south_haven_mi,South Haven,south_haven_mi/walleye,4.3,established_27_city_baseline
walleye,Walleye,16,manistee_mi,Manistee,manistee_mi/walleye,4.2,established_27_city_baseline
white_bass,White bass,1,lexington_mi,Lexington,lexington_mi/white_bass,5.5,established_27_city_baseline
white_bass,White bass,2,grand_haven_mi,Grand Haven,grand_haven_mi/white_bass,5.2,established_27_city_baseline
white_bass,White bass,3,port_sanilac_mi,Port Sanilac,port_sanilac_mi/white_bass,4.5,established_27_city_baseline
white_perch,White perch,1,muskegon_mi,Muskegon,muskegon_mi/white_perch,5.7,established_27_city_baseline
white_perch,White perch,2,grand_haven_mi,Grand Haven,grand_haven_mi/white_perch,5.6,established_27_city_baseline
yellow_perch,Yellow perch,1,lexington_mi,Lexington,lexington_mi/yellow_perch,8.5,established_27_city_baseline
yellow_perch,Yellow perch,2,chicago_il,Chicago,chicago_il/yellow_perch,8.4,established_27_city_baseline
yellow_perch,Yellow perch,3,whitehall_mi,Whitehall,whitehall_mi/yellow_perch,8,established_27_city_baseline
yellow_perch,Yellow perch,4,pentwater_mi,Pentwater,pentwater_mi/yellow_perch,7.8,new_private_pass2
yellow_perch,Yellow perch,5,alpena_mi,Alpena,alpena_mi/yellow_perch,7.6,established_27_city_baseline
yellow_perch,Yellow perch,6,holland_mi,Holland,holland_mi/yellow_perch,7.6,established_27_city_baseline
yellow_perch,Yellow perch,7,ludington_mi,Ludington,ludington_mi/yellow_perch,7.6,established_27_city_baseline
