cityId,speciesId,month,midmonthProposal,availableDays,daysInMonth,availableDayMean,status,confidence,productionReady
ludington_mi,smallmouth_bass,5,,0,31,,unavailable_evidence_gap,low,false
ludington_mi,smallmouth_bass,6,3.500000,30,30,3.383333,provisional_research_only,low,false
ludington_mi,smallmouth_bass,7,4.500000,31,31,4.316337,provisional_research_only,low,false
ludington_mi,smallmouth_bass,8,4.000000,31,31,3.842352,provisional_research_only,low,false
ludington_mi,smallmouth_bass,9,2.500000,30,30,2.536022,provisional_research_only,low,false
ludington_mi,smallmouth_bass,10,,0,31,,unavailable_evidence_gap,low,false
ludington_mi,smallmouth_bass,11,,0,30,,unavailable_evidence_gap,low,false
ludington_mi,smallmouth_bass,12,,0,31,,unavailable_evidence_gap,low,false
ludington_mi,freshwater_drum,1,,0,31,,unavailable_evidence_gap,low,false
ludington_mi,freshwater_drum,2,,0,28,,unavailable_evidence_gap,low,false
ludington_mi,freshwater_drum,3,,0,31,,unavailable_evidence_gap,low,false
ludington_mi,freshwater_drum,4,,0,30,,unavailable_evidence_gap,low,false
ludington_mi,freshwater_drum,5,,0,31,,unavailable_evidence_gap,low,false
ludington_mi,freshwater_drum,6,,0,30,,unavailable_evidence_gap,low,false
ludington_mi,freshwater_drum,7,4.500000,31,31,3.995578,provisional_research_only,low,false
ludington_mi,freshwater_drum,8,3.500000,31,31,3.335068,provisional_research_only,low,false
ludington_mi,freshwater_drum,9,,0,30,,unavailable_evidence_gap,low,false
ludington_mi,freshwater_drum,10,,0,31,,unavailable_evidence_gap,low,false
ludington_mi,freshwater_drum,11,,0,30,,unavailable_evidence_gap,low,false
ludington_mi,freshwater_drum,12,,0,31,,unavailable_evidence_gap,low,false
ludington_mi,yellow_perch,1,,0,31,,unavailable_evidence_gap,low,false
ludington_mi,yellow_perch,2,,0,28,,unavailable_evidence_gap,low,false
ludington_mi,yellow_perch,3,,0,31,,unavailable_evidence_gap,low,false
ludington_mi,yellow_perch,4,,0,30,,unavailable_evidence_gap,low,false
ludington_mi,yellow_perch,5,,0,31,,unavailable_evidence_gap,low,false
ludington_mi,yellow_perch,6,5.000000,30,30,4.758333,provisional_research_only,low,false
ludington_mi,yellow_perch,7,6.000000,31,31,5.391779,provisional_research_only,low,false
ludington_mi,yellow_perch,8,2.500000,31,31,2.745317,provisional_research_only,low,false
ludington_mi,yellow_perch,9,,0,30,,unavailable_evidence_gap,low,false
ludington_mi,yellow_perch,10,,0,31,,unavailable_evidence_gap,low,false
ludington_mi,yellow_perch,11,,0,30,,unavailable_evidence_gap,low,false
ludington_mi,yellow_perch,12,,0,31,,unavailable_evidence_gap,low,false
ludington_mi,lake_whitefish,1,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,lake_whitefish,2,,0,28,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,lake_whitefish,3,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,lake_whitefish,4,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,lake_whitefish,5,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,lake_whitefish,6,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,lake_whitefish,7,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,lake_whitefish,8,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,lake_whitefish,9,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,lake_whitefish,10,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,lake_whitefish,11,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,lake_whitefish,12,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,round_whitefish,1,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,round_whitefish,2,,0,28,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,round_whitefish,3,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,round_whitefish,4,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,round_whitefish,5,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,round_whitefish,6,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,round_whitefish,7,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,round_whitefish,8,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,round_whitefish,9,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,round_whitefish,10,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,round_whitefish,11,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,round_whitefish,12,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,channel_catfish,1,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,channel_catfish,2,,0,28,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,channel_catfish,3,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,channel_catfish,4,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,channel_catfish,5,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,channel_catfish,6,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,channel_catfish,7,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,channel_catfish,8,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,channel_catfish,9,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,channel_catfish,10,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,channel_catfish,11,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,channel_catfish,12,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,largemouth_bass,1,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,largemouth_bass,2,,0,28,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,largemouth_bass,3,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,largemouth_bass,4,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,largemouth_bass,5,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,largemouth_bass,6,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,largemouth_bass,7,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,largemouth_bass,8,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,largemouth_bass,9,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,largemouth_bass,10,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,largemouth_bass,11,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
ludington_mi,largemouth_bass,12,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,lake_trout,1,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,lake_trout,2,,0,28,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,lake_trout,3,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,lake_trout,4,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,lake_trout,5,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,lake_trout,6,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,lake_trout,7,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,lake_trout,8,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,lake_trout,9,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,lake_trout,10,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,lake_trout,11,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,lake_trout,12,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,walleye,1,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,walleye,2,,0,28,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,walleye,3,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,walleye,4,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,walleye,5,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,walleye,6,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,walleye,7,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,walleye,8,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,walleye,9,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,walleye,10,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,walleye,11,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,walleye,12,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,smallmouth_bass,1,,0,31,,unavailable_evidence_gap,low,false
grand_haven_mi,smallmouth_bass,2,,0,28,,unavailable_evidence_gap,low,false
grand_haven_mi,smallmouth_bass,3,,0,31,,unavailable_evidence_gap,low,false
grand_haven_mi,smallmouth_bass,4,,0,30,,unavailable_evidence_gap,low,false
grand_haven_mi,smallmouth_bass,5,,0,31,,unavailable_evidence_gap,low,false
grand_haven_mi,smallmouth_bass,6,3.500000,30,30,3.316667,provisional_research_only,low,false
grand_haven_mi,smallmouth_bass,7,4.000000,31,31,4.085068,provisional_research_only,low,false
grand_haven_mi,smallmouth_bass,8,5.000000,31,31,4.536941,provisional_research_only,low,false
grand_haven_mi,smallmouth_bass,9,2.500000,30,30,2.648925,provisional_research_only,low,false
grand_haven_mi,smallmouth_bass,10,,0,31,,unavailable_evidence_gap,low,false
grand_haven_mi,smallmouth_bass,11,,0,30,,unavailable_evidence_gap,low,false
grand_haven_mi,smallmouth_bass,12,,0,31,,unavailable_evidence_gap,low,false
grand_haven_mi,freshwater_drum,1,,0,31,,unavailable_evidence_gap,moderate_timing_low_magnitude,false
grand_haven_mi,freshwater_drum,2,,0,28,,unavailable_evidence_gap,moderate_timing_low_magnitude,false
grand_haven_mi,freshwater_drum,3,,0,31,,unavailable_evidence_gap,moderate_timing_low_magnitude,false
grand_haven_mi,freshwater_drum,4,,0,30,,unavailable_evidence_gap,moderate_timing_low_magnitude,false
grand_haven_mi,freshwater_drum,5,6.500000,31,31,6.207856,provisional_research_only,moderate_timing_low_magnitude,false
grand_haven_mi,freshwater_drum,6,7.000000,30,30,6.876882,provisional_research_only,moderate_timing_low_magnitude,false
grand_haven_mi,freshwater_drum,7,6.500000,31,31,6.556452,provisional_research_only,moderate_timing_low_magnitude,false
grand_haven_mi,freshwater_drum,8,6.500000,31,31,6.216961,provisional_research_only,moderate_timing_low_magnitude,false
grand_haven_mi,freshwater_drum,9,4.500000,30,30,4.459140,provisional_research_only,moderate_timing_low_magnitude,false
grand_haven_mi,freshwater_drum,10,,0,31,,unavailable_evidence_gap,moderate_timing_low_magnitude,false
grand_haven_mi,freshwater_drum,11,,0,30,,unavailable_evidence_gap,moderate_timing_low_magnitude,false
grand_haven_mi,freshwater_drum,12,,0,31,,unavailable_evidence_gap,moderate_timing_low_magnitude,false
grand_haven_mi,yellow_perch,1,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,yellow_perch,2,,0,28,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,yellow_perch,3,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,yellow_perch,4,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,yellow_perch,5,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,yellow_perch,6,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,yellow_perch,7,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,yellow_perch,8,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,yellow_perch,9,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,yellow_perch,10,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,yellow_perch,11,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,yellow_perch,12,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,lake_whitefish,1,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,lake_whitefish,2,,0,28,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,lake_whitefish,3,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,lake_whitefish,4,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,lake_whitefish,5,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,lake_whitefish,6,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,lake_whitefish,7,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,lake_whitefish,8,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,lake_whitefish,9,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,lake_whitefish,10,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,lake_whitefish,11,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,lake_whitefish,12,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
grand_haven_mi,round_whitefish,1,,0,31,,unavailable_evidence_gap,low,false
grand_haven_mi,round_whitefish,2,,0,28,,unavailable_evidence_gap,low,false
grand_haven_mi,round_whitefish,3,,0,31,,unavailable_evidence_gap,low,false
grand_haven_mi,round_whitefish,4,4.000000,30,30,3.483333,provisional_research_only,low,false
grand_haven_mi,round_whitefish,5,,0,31,,unavailable_evidence_gap,low,false
grand_haven_mi,round_whitefish,6,,0,30,,unavailable_evidence_gap,low,false
grand_haven_mi,round_whitefish,7,,0,31,,unavailable_evidence_gap,low,false
grand_haven_mi,round_whitefish,8,,0,31,,unavailable_evidence_gap,low,false
grand_haven_mi,round_whitefish,9,,0,30,,unavailable_evidence_gap,low,false
grand_haven_mi,round_whitefish,10,,0,31,,unavailable_evidence_gap,low,false
grand_haven_mi,round_whitefish,11,,0,30,,unavailable_evidence_gap,low,false
grand_haven_mi,round_whitefish,12,,0,31,,unavailable_evidence_gap,low,false
grand_haven_mi,channel_catfish,1,,0,31,,unavailable_evidence_gap,low,false
grand_haven_mi,channel_catfish,2,,0,28,,unavailable_evidence_gap,low,false
grand_haven_mi,channel_catfish,3,,0,31,,unavailable_evidence_gap,low,false
grand_haven_mi,channel_catfish,4,,0,30,,unavailable_evidence_gap,low,false
grand_haven_mi,channel_catfish,5,4.000000,31,31,3.879032,provisional_research_only,low,false
grand_haven_mi,channel_catfish,6,4.000000,30,30,4.066667,provisional_research_only,low,false
grand_haven_mi,channel_catfish,7,4.500000,31,31,4.585068,provisional_research_only,low,false
grand_haven_mi,channel_catfish,8,5.500000,31,31,5.319979,provisional_research_only,low,false
grand_haven_mi,channel_catfish,9,5.000000,30,30,4.923118,provisional_research_only,low,false
grand_haven_mi,channel_catfish,10,4.000000,31,31,3.838710,provisional_research_only,low,false
grand_haven_mi,channel_catfish,11,,0,30,,unavailable_evidence_gap,low,false
grand_haven_mi,channel_catfish,12,,0,31,,unavailable_evidence_gap,low,false
grand_haven_mi,largemouth_bass,1,,0,31,,unavailable_evidence_gap,moderate_timing_low_magnitude,false
grand_haven_mi,largemouth_bass,2,,0,28,,unavailable_evidence_gap,moderate_timing_low_magnitude,false
grand_haven_mi,largemouth_bass,3,,0,31,,unavailable_evidence_gap,moderate_timing_low_magnitude,false
grand_haven_mi,largemouth_bass,4,,0,30,,unavailable_evidence_gap,moderate_timing_low_magnitude,false
grand_haven_mi,largemouth_bass,5,,0,31,,unavailable_evidence_gap,moderate_timing_low_magnitude,false
grand_haven_mi,largemouth_bass,6,4.000000,30,30,3.883333,provisional_research_only,moderate_timing_low_magnitude,false
grand_haven_mi,largemouth_bass,7,5.000000,31,31,5.099376,provisional_research_only,moderate_timing_low_magnitude,false
grand_haven_mi,largemouth_bass,8,6.500000,31,31,5.911550,provisional_research_only,moderate_timing_low_magnitude,false
grand_haven_mi,largemouth_bass,9,3.500000,30,30,3.572043,provisional_research_only,moderate_timing_low_magnitude,false
grand_haven_mi,largemouth_bass,10,,0,31,,unavailable_evidence_gap,moderate_timing_low_magnitude,false
grand_haven_mi,largemouth_bass,11,,0,30,,unavailable_evidence_gap,moderate_timing_low_magnitude,false
grand_haven_mi,largemouth_bass,12,,0,31,,unavailable_evidence_gap,moderate_timing_low_magnitude,false
manistee_mi,lake_trout,1,,0,31,,unavailable_evidence_gap,low,false
manistee_mi,lake_trout,2,,0,28,,unavailable_evidence_gap,low,false
manistee_mi,lake_trout,3,,0,31,,unavailable_evidence_gap,low,false
manistee_mi,lake_trout,4,3.000000,30,30,2.683333,provisional_research_only,low,false
manistee_mi,lake_trout,5,2.500000,31,31,2.419355,provisional_research_only,low,false
manistee_mi,lake_trout,6,,0,30,,unavailable_evidence_gap,low,false
manistee_mi,lake_trout,7,,0,31,,unavailable_evidence_gap,low,false
manistee_mi,lake_trout,8,,0,31,,unavailable_evidence_gap,low,false
manistee_mi,lake_trout,9,,0,30,,unavailable_evidence_gap,low,false
manistee_mi,lake_trout,10,,0,31,,unavailable_evidence_gap,low,false
manistee_mi,lake_trout,11,,0,30,,unavailable_evidence_gap,low,false
manistee_mi,lake_trout,12,,0,31,,unavailable_evidence_gap,low,false
manistee_mi,walleye,1,,0,31,,unavailable_evidence_gap,low,false
manistee_mi,walleye,2,,0,28,,unavailable_evidence_gap,low,false
manistee_mi,walleye,3,,0,31,,unavailable_evidence_gap,low,false
manistee_mi,walleye,4,3.000000,16,30,3.468750,provisional_research_only,low,false
manistee_mi,walleye,5,4.500000,31,31,4.104839,provisional_research_only,low,false
manistee_mi,walleye,6,,0,30,,unavailable_evidence_gap,low,false
manistee_mi,walleye,7,,0,31,,unavailable_evidence_gap,low,false
manistee_mi,walleye,8,,0,31,,unavailable_evidence_gap,low,false
manistee_mi,walleye,9,,0,30,,unavailable_evidence_gap,low,false
manistee_mi,walleye,10,,0,31,,unavailable_evidence_gap,low,false
manistee_mi,walleye,11,,0,30,,unavailable_evidence_gap,low,false
manistee_mi,walleye,12,,0,31,,unavailable_evidence_gap,low,false
manistee_mi,smallmouth_bass,1,,0,31,,unavailable_evidence_gap,low,false
manistee_mi,smallmouth_bass,2,,0,28,,unavailable_evidence_gap,low,false
manistee_mi,smallmouth_bass,3,,0,31,,unavailable_evidence_gap,low,false
manistee_mi,smallmouth_bass,4,,0,30,,unavailable_evidence_gap,low,false
manistee_mi,smallmouth_bass,5,,0,31,,unavailable_evidence_gap,low,false
manistee_mi,smallmouth_bass,6,3.000000,30,30,3.075000,provisional_research_only,low,false
manistee_mi,smallmouth_bass,7,4.500000,31,31,4.189126,provisional_research_only,low,false
manistee_mi,smallmouth_bass,8,3.500000,31,31,3.335068,provisional_research_only,low,false
manistee_mi,smallmouth_bass,9,,0,30,,unavailable_evidence_gap,low,false
manistee_mi,smallmouth_bass,10,,0,31,,unavailable_evidence_gap,low,false
manistee_mi,smallmouth_bass,11,,0,30,,unavailable_evidence_gap,low,false
manistee_mi,smallmouth_bass,12,,0,31,,unavailable_evidence_gap,low,false
manistee_mi,freshwater_drum,1,,0,31,,unavailable_evidence_gap,low,false
manistee_mi,freshwater_drum,2,,0,28,,unavailable_evidence_gap,low,false
manistee_mi,freshwater_drum,3,,0,31,,unavailable_evidence_gap,low,false
manistee_mi,freshwater_drum,4,,0,30,,unavailable_evidence_gap,low,false
manistee_mi,freshwater_drum,5,,0,31,,unavailable_evidence_gap,low,false
manistee_mi,freshwater_drum,6,3.500000,30,30,3.383333,provisional_research_only,low,false
manistee_mi,freshwater_drum,7,4.500000,31,31,4.112903,provisional_research_only,low,false
manistee_mi,freshwater_drum,8,,0,31,,unavailable_evidence_gap,low,false
manistee_mi,freshwater_drum,9,,0,30,,unavailable_evidence_gap,low,false
manistee_mi,freshwater_drum,10,,0,31,,unavailable_evidence_gap,low,false
manistee_mi,freshwater_drum,11,,0,30,,unavailable_evidence_gap,low,false
manistee_mi,freshwater_drum,12,,0,31,,unavailable_evidence_gap,low,false
manistee_mi,yellow_perch,1,,0,31,,unavailable_evidence_gap,moderate_timing_low_magnitude,false
manistee_mi,yellow_perch,2,,0,28,,unavailable_evidence_gap,moderate_timing_low_magnitude,false
manistee_mi,yellow_perch,3,,0,31,,unavailable_evidence_gap,moderate_timing_low_magnitude,false
manistee_mi,yellow_perch,4,6.000000,30,30,5.883333,provisional_research_only,moderate_timing_low_magnitude,false
manistee_mi,yellow_perch,5,7.000000,31,31,6.462539,provisional_research_only,moderate_timing_low_magnitude,false
manistee_mi,yellow_perch,6,4.000000,30,30,4.072043,provisional_research_only,moderate_timing_low_magnitude,false
manistee_mi,yellow_perch,7,2.000000,31,31,2.088710,provisional_research_only,moderate_timing_low_magnitude,false
manistee_mi,yellow_perch,8,,0,31,,unavailable_evidence_gap,moderate_timing_low_magnitude,false
manistee_mi,yellow_perch,9,,0,30,,unavailable_evidence_gap,moderate_timing_low_magnitude,false
manistee_mi,yellow_perch,10,,0,31,,unavailable_evidence_gap,moderate_timing_low_magnitude,false
manistee_mi,yellow_perch,11,,0,30,,unavailable_evidence_gap,moderate_timing_low_magnitude,false
manistee_mi,yellow_perch,12,,0,31,,unavailable_evidence_gap,moderate_timing_low_magnitude,false
manistee_mi,lake_whitefish,1,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
manistee_mi,lake_whitefish,2,,0,28,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
manistee_mi,lake_whitefish,3,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
manistee_mi,lake_whitefish,4,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
manistee_mi,lake_whitefish,5,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
manistee_mi,lake_whitefish,6,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
manistee_mi,lake_whitefish,7,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
manistee_mi,lake_whitefish,8,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
manistee_mi,lake_whitefish,9,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
manistee_mi,lake_whitefish,10,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
manistee_mi,lake_whitefish,11,,0,30,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
manistee_mi,lake_whitefish,12,,0,31,,unavailable_evidence_gap,insufficient_for_numeric_calibration,false
manistee_mi,round_whitefish,1,,0,31,,unavailable_evidence_gap,low,false
manistee_mi,round_whitefish,2,,0,28,,unavailable_evidence_gap,low,false
manistee_mi,round_whitefish,3,,0,31,,unavailable_evidence_gap,low,false
manistee_mi,round_whitefish,4,3.500000,30,30,3.116667,provisional_research_only,low,false
manistee_mi,round_whitefish,5,2.500000,15,31,2.733333,provisional_research_only,low,false
manistee_mi,round_whitefish,6,,0,30,,unavailable_evidence_gap,low,false
manistee_mi,round_whitefish,7,,0,31,,unavailable_evidence_gap,low,false
manistee_mi,round_whitefish,8,,0,31,,unavailable_evidence_gap,low,false
manistee_mi,round_whitefish,9,,0,30,,unavailable_evidence_gap,low,false
manistee_mi,round_whitefish,10,,0,31,,unavailable_evidence_gap,low,false
